h,Tilt angle β,δ (declinación),cos(θ) formula 1,cos(θ) formula 2,A,Latitude φ,cos(δ),sin(δ),cos(β),sin(β),cos(ω),sin(ω),cos(y),sin(y),cos(φ),sin(φ),Zenit,Rb
122,0,15.21036321,-0.233635684,0.993382919,5.4,19.32361,0.964969056,0.262363719,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993382919,1
123,0,15.5153318,-0.238206196,0.993756481,5.4,19.32361,0.963558908,0.267496225,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993756481,1
124,0,15.81570286,-0.242701209,0.994096891,5.4,19.32361,0.962143334,0.272543949,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994096891,1
125,0,16.11138739,-0.247119575,0.994405305,5.4,19.32361,0.96072402,0.2775056,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994405305,1
126,0,16.40229777,-0.251460179,0.994682893,5.4,19.32361,0.959302651,0.282379929,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994682893,1
127,0,16.68834779,-0.255721943,0.994930841,5.4,19.32361,0.957880915,0.287165722,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994930841,1
128,0,16.9694527,-0.259903822,0.995150342,5.4,19.32361,0.956460498,0.291861808,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995150342,1
129,0,17.24552919,-0.264004806,0.995342602,5.4,19.32361,0.955043081,0.296467054,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995342602,1
130,0,17.51649546,-0.268023921,0.995508832,5.4,19.32361,0.953630338,0.300980362,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995508832,1
131,0,17.78227121,-0.271960225,0.995650248,5.4,19.32361,0.952223937,0.305400677,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995650248,1
132,0,18.04277769,-0.275812809,0.995768069,5.4,19.32361,0.950825536,0.309726978,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995768069,1
133,0,18.29793771,-0.279580799,0.995863517,5.4,19.32361,0.949436779,0.313958282,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995863517,1
134,0,18.54767565,-0.28326335,0.995937812,5.4,19.32361,0.948059299,0.318093644,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995937812,1
135,0,18.79191752,-0.286859654,0.995992169,5.4,19.32361,0.946694711,0.322132152,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995992169,1
136,0,19.03059093,-0.290368931,0.996027803,5.4,19.32361,0.945344616,0.326072932,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996027803,1
137,0,19.26362517,-0.293790432,0.996045919,5.4,19.32361,0.944010592,0.329915144,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996045919,1
138,0,19.49095119,-0.297123441,0.996047715,5.4,19.32361,0.942694198,0.333657982,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996047715,1
139,0,19.71250161,-0.300367269,0.996034379,5.4,19.32361,0.94139697,0.337300674,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996034379,1
140,0,19.9282108,-0.303521258,0.996007085,5.4,19.32361,0.94012042,0.34084248,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996007085,1
141,0,20.13801482,-0.306584778,0.995966995,5.4,19.32361,0.938866033,0.344282693,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995966995,1
142,0,20.34185152,-0.309557227,0.995915255,5.4,19.32361,0.937635266,0.347620637,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995915255,1
143,0,20.53966049,-0.312438031,0.995852994,5.4,19.32361,0.936429549,0.350855667,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995852994,1
144,0,20.73138311,-0.315226644,0.995781322,5.4,19.32361,0.935250279,0.35398717,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995781322,1
145,0,20.91696257,-0.317922542,0.995701326,5.4,19.32361,0.93409882,0.357014558,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995701326,1
146,0,21.09634389,-0.32052523,0.995614073,5.4,19.32361,0.932976505,0.359937275,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995614073,1
147,0,21.26947391,-0.323034238,0.995520607,5.4,19.32361,0.931884629,0.362754792,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995520607,1
148,0,21.43630132,-0.325449117,0.995421944,5.4,19.32361,0.930824451,0.365466607,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995421944,1
149,0,21.5967767,-0.327769446,0.995319074,5.4,19.32361,0.929797194,0.368072245,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995319074,1
150,0,21.75085248,-0.329994823,0.995212959,5.4,19.32361,0.928804039,0.370571257,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995212959,1
151,0,21.89848302,-0.332124871,0.995104532,5.4,19.32361,0.927846129,0.372963217,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995104532,1
152,0,22.03962456,-0.334159232,0.994994693,5.4,19.32361,0.926924563,0.375247725,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994994693,1
153,0,22.17423529,-0.336097572,0.994884312,5.4,19.32361,0.926040398,0.377424404,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994884312,1
154,0,22.30227531,-0.337939574,0.994774222,5.4,19.32361,0.925194649,0.379492901,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994774222,1
155,0,22.42370668,-0.339684945,0.994665225,5.4,19.32361,0.924388283,0.381452884,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994665225,1
156,0,22.53849343,-0.341333407,0.994558084,5.4,19.32361,0.923622223,0.383304043,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994558084,1
157,0,22.64660154,-0.342884705,0.994453527,5.4,19.32361,0.922897345,0.385046089,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994453527,1
158,0,22.74799897,-0.344338598,0.994352243,5.4,19.32361,0.922214477,0.386678754,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994352243,1
159,0,22.84265567,-0.345694866,0.994254881,5.4,19.32361,0.921574398,0.388201789,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994254881,1
160,0,22.93054361,-0.346953304,0.994162052,5.4,19.32361,0.920977838,0.389614966,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994162052,1
161,0,23.01163673,-0.348113726,0.994074324,5.4,19.32361,0.920425477,0.390918074,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994074324,1
162,0,23.085911,-0.34917596,0.993992226,5.4,19.32361,0.919917945,0.392110921,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993992226,1
163,0,23.15334442,-0.350139851,0.993916243,5.4,19.32361,0.919455819,0.393193333,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993916243,1
164,0,23.21391701,-0.35100526,0.993846817,5.4,19.32361,0.919039625,0.394165154,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993846817,1
165,0,23.26761081,-0.351772063,0.993784347,5.4,19.32361,0.918669836,0.395026243,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993784347,1
166,0,23.31440992,-0.352440151,0.993729186,5.4,19.32361,0.918346872,0.39577648,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993729186,1
167,0,23.35430046,-0.353009428,0.993681645,5.4,19.32361,0.918071102,0.396415756,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993681645,1
168,0,23.38727062,-0.353479816,0.993641987,5.4,19.32361,0.917842837,0.396943984,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993641987,1
169,0,23.41331063,-0.353851248,0.993610433,5.4,19.32361,0.917662338,0.397361087,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993610433,1
170,0,23.43241276,-0.354123673,0.993587156,5.4,19.32361,0.917529809,0.39766701,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993587156,1
171,0,23.44457137,-0.354297052,0.993572282,5.4,19.32361,0.9174454,0.397861707,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993572282,1
172,0,23.44978285,-0.354371362,0.993565893,5.4,19.32361,0.917409208,0.397945154,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993565893,1
173,0,23.44804565,-0.354346592,0.993568024,5.4,19.32361,0.917421273,0.397917338,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993568024,1
174,0,23.43936028,-0.354222745,0.993578662,5.4,19.32361,0.917481582,0.397778264,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993578662,1
175,0,23.42372933,-0.353999839,0.993597751,5.4,19.32361,0.917590066,0.397527949,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993597751,1
176,0,23.40115742,-0.353677905,0.993625186,5.4,19.32361,0.917746603,0.39716643,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993625186,1
177,0,23.37165125,-0.353256988,0.993660816,5.4,19.32361,0.917951014,0.396693756,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993660816,1
178,0,23.33521955,-0.352737146,0.993704445,5.4,19.32361,0.918203067,0.396109994,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993704445,1
179,0,23.29187312,-0.352118452,0.993755832,5.4,19.32361,0.918502477,0.395415225,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993755832,1
180,0,23.2416248,-0.351400994,0.993814689,5.4,19.32361,0.918848902,0.394609548,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993814689,1
181,0,23.18448949,-0.350584874,0.993880685,5.4,19.32361,0.919241949,0.393693077,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993880685,1
182,0,23.12048412,-0.349670207,0.993953442,5.4,19.32361,0.919681172,0.392665942,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993953442,1
183,0,23.04962764,-0.348657126,0.99403254,5.4,19.32361,0.92016607,0.391528292,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.99403254,1
184,0,22.97194107,-0.347545778,0.994117516,5.4,19.32361,0.920696092,0.390280291,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994117516,1
185,0,22.88744741,-0.346336326,0.994207863,5.4,19.32361,0.921270634,0.388922124,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994207863,1
186,0,22.79617171,-0.345028948,0.994303032,5.4,19.32361,0.921889042,0.38745399,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994303032,1
187,0,22.69814101,-0.343623841,0.994402434,5.4,19.32361,0.92255061,0.38587611,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994402434,1
188,0,22.59338436,-0.342121217,0.994505439,5.4,19.32361,0.923254583,0.384188722,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994505439,1
189,0,22.48193281,-0.340521306,0.994611376,5.4,19.32361,0.924000159,0.382392085,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994611376,1
190,0,22.36381937,-0.338824356,0.994719538,5.4,19.32361,0.924786484,0.380486476,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994719538,1
191,0,22.23907905,-0.337030634,0.99482918,5.4,19.32361,0.92561266,0.378472196,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.99482918,1
192,0,22.10774881,-0.335140425,0.994939517,5.4,19.32361,0.926477741,0.376349566,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994939517,1
193,0,21.96986757,-0.333154034,0.995049734,5.4,19.32361,0.927380736,0.374118926,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995049734,1
194,0,21.82547618,-0.331071786,0.995158978,5.4,19.32361,0.928320609,0.371780644,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995158978,1
195,0,21.67461744,-0.328894028,0.995266363,5.4,19.32361,0.929296282,0.369335107,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995266363,1
196,0,21.51733603,-0.326621126,0.995370974,5.4,19.32361,0.930306633,0.366782727,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995370974,1
197,0,21.35367858,-0.32425347,0.995471862,5.4,19.32361,0.9313505,0.364123943,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995471862,1
198,0,21.18369356,-0.321791472,0.995568053,5.4,19.32361,0.932426682,0.361359215,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995568053,1
199,0,21.00743137,-0.319235567,0.995658541,5.4,19.32361,0.933533938,0.358489034,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995658541,1
200,0,20.82494422,-0.316586213,0.995742297,5.4,19.32361,0.934670989,0.355513913,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995742297,1
201,0,20.63628618,-0.313843895,0.995818266,5.4,19.32361,0.935836522,0.352434397,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995818266,1
202,0,20.44151317,-0.31100912,0.99588537,5.4,19.32361,0.937029189,0.349251056,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.99588537,1
203,0,20.2406829,-0.308082423,0.995942511,5.4,19.32361,0.938247607,0.345964489,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995942511,1
204,0,20.03385488,-0.305064364,0.995988567,5.4,19.32361,0.939490364,0.342575328,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995988567,1
205,0,19.82109039,-0.301955533,0.996022403,5.4,19.32361,0.940756017,0.339084233,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996022403,1
206,0,19.60245249,-0.298756544,0.996042865,5.4,19.32361,0.942043093,0.335491893,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996042865,1
207,0,19.37800596,-0.295468042,0.996048783,5.4,19.32361,0.943350095,0.331799034,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996048783,1
208,0,19.14781731,-0.292090699,0.996038976,5.4,19.32361,0.944675497,0.32800641,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996038976,1
209,0,18.91195474,-0.288625218,0.996012251,5.4,19.32361,0.946017753,0.324114811,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.996012251,1
210,0,18.67048816,-0.285072333,0.995967407,5.4,19.32361,0.947375293,0.32012506,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995967407,1
211,0,18.4234891,-0.281432806,0.995903233,5.4,19.32361,0.948746528,0.316038014,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995903233,1
212,0,18.17103077,-0.277707432,0.995818514,5.4,19.32361,0.950129849,0.311854565,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995818514,1
213,0,17.91318797,-0.273897038,0.995712032,5.4,19.32361,0.951523633,0.307575641,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995712032,1
214,0,17.65003711,-0.270002482,0.995582566,5.4,19.32361,0.952926241,0.303202208,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995582566,1
215,0,17.38165615,-0.266024657,0.995428895,5.4,19.32361,0.954336021,0.298735267,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995428895,1
216,0,17.10812464,-0.261964488,0.995249802,5.4,19.32361,0.95575131,0.294175855,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995249802,1
217,0,16.82952363,-0.257822932,0.995044072,5.4,19.32361,0.957170437,0.28952505,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.995044072,1
218,0,16.54593566,-0.253600982,0.994810497,5.4,19.32361,0.958591724,0.284783966,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994810497,1
219,0,16.25744477,-0.249299666,0.994547878,5.4,19.32361,0.960013486,0.279953756,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994547878,1
220,0,15.96413645,-0.244920044,0.994255024,5.4,19.32361,0.961434039,0.275035613,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.994255024,1
221,0,15.66609762,-0.240463213,0.993930758,5.4,19.32361,0.962851694,0.270030766,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993930758,1
222,0,15.36341658,-0.235930304,0.993573916,5.4,19.32361,0.964264766,0.264940487,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993573916,1
223,0,15.05618303,-0.231322485,0.993183349,5.4,19.32361,0.965671569,0.259766087,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.993183349,1
224,0,14.744488,-0.226640957,0.992757928,5.4,19.32361,0.967070428,0.254508915,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.992757928,1
225,0,14.42842387,-0.221886959,0.992296543,5.4,19.32361,0.968459669,0.249170361,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.992296543,1
226,0,14.10808428,-0.217061764,0.991798106,5.4,19.32361,0.969837632,0.243751856,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.991798106,1
227,0,13.78356417,-0.21216668,0.991261552,5.4,19.32361,0.971202666,0.238254869,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.991261552,1
228,0,13.45495968,-0.207203053,0.990685842,5.4,19.32361,0.972553132,0.23268091,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.990685842,1
229,0,13.1223682,-0.202172262,0.990069966,5.4,19.32361,0.973887409,0.227031529,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.990069966,1
230,0,12.78588828,-0.197075723,0.98941294,5.4,19.32361,0.975203891,0.221308316,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.98941294,1
231,0,12.44561963,-0.191914886,0.988713815,5.4,19.32361,0.976500994,0.215512898,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.988713815,1
232,0,12.10166307,-0.186691237,0.987971673,5.4,19.32361,0.977777152,0.209646944,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.987971673,1
233,0,11.75412053,-0.181406294,0.987185629,5.4,19.32361,0.979030825,0.20371216,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.987185629,1
234,0,11.40309498,-0.176061612,0.986354839,5.4,19.32361,0.980260496,0.197710292,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.986354839,1
235,0,11.04869045,-0.170658779,0.985478493,5.4,19.32361,0.981464678,0.191643122,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.985478493,1
236,0,10.69101196,-0.165199415,0.984555823,5.4,19.32361,0.98264191,0.18551247,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.984555823,1
237,0,10.33016549,-0.159685174,0.9835861,5.4,19.32361,0.983790765,0.179320193,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.9835861,1
238,0,9.966257972,-0.154117741,0.98256864,5.4,19.32361,0.984909845,0.173068185,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.98256864,1
239,0,9.599397234,-0.148498835,0.981502803,5.4,19.32361,0.985997791,0.166758374,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.981502803,1
240,0,9.229691988,-0.142830204,0.980387994,5.4,19.32361,0.987053278,0.160392723,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.980387994,1
241,0,8.857251784,-0.137113626,0.979223664,5.4,19.32361,0.98807502,0.153973229,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.979223664,1
242,0,8.482186986,-0.131350908,0.978009316,5.4,19.32361,0.989061769,0.147501923,1,0,0.995561965,0.094108313,0.943664676,0.330903279,0.943664676,0.330903279,0.978009316,1
